vehicle,colour,passingDistance,street,helmet,kerb,bikelane,City,dateandtime,perceivedDistance
ordinary car,blue,1.415,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,1.59091252743023
SUV/pickup,black,1.375,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,1.04774544330349
bus,red,1.727,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,1.58281947442472
ordinary car,silver/grey,2.045,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,2.14929605534589
LGV/minibus,white,1.904,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,2.13944155740466
ordinary car,red,1.918,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,2.16298470139492
ordinary car,silver/grey,1.905,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,1.49557732265565
ordinary car,white,1.392,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,1.63384704295538
LGV/minibus,white,1.46,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,1.788589692497
ordinary car,black,1.741,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,1.37630745115432
ordinary car,white,2.133,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,1.89067098037883
HGV,white,2.521,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,2.43938857728222
LGV/minibus,red,1.844,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,2.15991938014945
ordinary car,red,1.84,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,2.06026527253327
ordinary car,silver/grey,1.957,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,2.30309136712715
ordinary car,red,1.692,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,1.90982238301282
ordinary car,blue,1.836,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,1.98787983013351
ordinary car,silver/grey,1.876,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,1.96634172353155
ordinary car,blue,2.387,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,2.40656651025284
ordinary car,silver/grey,1.351,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,1.23105824047975
ordinary car,blue,1.764,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,1.52837714712479
ordinary car,silver/grey,1.612,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,1.26970126258837
ordinary car,green,2.358,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,2.6791634111023
LGV/minibus,white,1.909,main road (regular),0,0.5,0,Salisbury,27-May-2017 09:38:00,1.95943288559034
SUV/pickup,silver/grey,2.249,regular urban street,0,0.5,0,Salisbury,27-May-2017 09:38:00,2.07027818508319
LGV/minibus,white,1.71,regular urban street,0,0.5,0,Salisbury,27-May-2017 09:38:00,1.4619272438021
ordinary car,red,2.164,regular urban street,0,0.5,0,Salisbury,27-May-2017 09:38:00,2.09542637673628
ordinary car,blue,1.348,regular urban street,0,0.5,0,Salisbury,27-May-2017 09:38:00,1.53623690213799
taxi,black,1.489,regular urban street,0,0.5,0,Salisbury,27-May-2017 09:38:00,1.32065034178025
ordinary car,silver/grey,1.922,regular urban street,0,0.5,0,Salisbury,27-May-2017 09:38:00,1.63105512146595
ordinary car,red,1.619,regular urban street,0,0.5,0,Salisbury,27-May-2017 09:38:00,1.22521177320499
ordinary car,red,1.342,regular urban street,0,0.5,0,Salisbury,27-May-2017 09:38:00,1.1155230524299
ordinary car,white,1.37,regular urban street,0,0.5,0,Salisbury,27-May-2017 09:38:00,1.40943530417392
ordinary car,black,1.395,regular urban street,0,0.5,0,Salisbury,27-May-2017 09:38:00,1.28000941238857
ordinary car,blue,1.601,regular urban street,0,0.5,0,Salisbury,27-May-2017 09:38:00,1.88562084629953
ordinary car,silver/grey,2.094,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,2.14594135742304
ordinary car,black,1.647,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,1.90741486637098
PTW,black,1.804,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,1.76033093136537
ordinary car,silver/grey,1.105,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,1.08826159816325
ordinary car,blue,1.192,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,0.901295188120062
ordinary car,blue,1.278,one-way (one lane),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.49983167908666
ordinary car,silver/grey,0.773,one-way (one lane),1,0.5,0,Salisbury,27-May-2017 10:01:00,0.753773544528288
ordinary car,silver/grey,1.333,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,1.17044229958656
ordinary car,silver/grey,2.44,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,2.53193490911819
ordinary car,silver/grey,1.631,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,1.82096777617508
bus,green,1.076,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.32329996861319
SUV/pickup,silver/grey,1.245,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.18806589435304
ordinary car,blue,1.701,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.36073207915227
ordinary car,blue,1.514,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.35956165023557
ordinary car,red,1.359,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.25374758564101
ordinary car,blue,1.709,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.73538428879729
ordinary car,blue,1.598,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.303994113968
ordinary car,black,1.776,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.79776015366131
ordinary car,blue,2.089,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,2.1813601989622
ordinary car,red,1.632,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.81573812938105
LGV/minibus,white,2.134,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.95657924622072
ordinary car,blue,2.014,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.8040890170245
ordinary car,blue,1.788,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,2.14113078596291
ordinary car,silver/grey,1.679,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.50509934292967
ordinary car,blue,1.071,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.32455103550141
ordinary car,other,1.569,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.6779812153221
ordinary car,silver/grey,2.063,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.70841878570779
SUV/pickup,red,1.35,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.30872538363866
SUV/pickup,black,1.598,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.45413404768542
ordinary car,silver/grey,1.217,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.11531687443984
SUV/pickup,blue,0.979,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.08164735043278
ordinary car,red,1.636,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.91053617868508
ordinary car,red,1.067,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.09178486639134
ordinary car,blue,1.307,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.09643330152428
LGV/minibus,white,1.291,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.12955237003407
ordinary car,blue,1.336,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.17006290874114
ordinary car,silver/grey,1.55,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.83777537922275
ordinary car,blue,1.741,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,2.06480441859471
ordinary car,blue,1.378,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.48820766784964
ordinary car,red,1.475,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.22638427210189
ordinary car,blue,2.586,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,2.83330167117182
ordinary car,silver/grey,2.058,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.87218517931638
SUV/pickup,blue,1.434,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.49167019809492
ordinary car,white,1.664,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,2.03707551464256
ordinary car,white,1.231,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,0.934701708195038
ordinary car,black,1.219,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.14738476290791
SUV/pickup,green,1.242,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.49045525366136
ordinary car,red,1.547,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.51849954744464
ordinary car,blue,1.482,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.63146933509509
SUV/pickup,black,1.501,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.11112966172675
ordinary car,red,1.518,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.52436945925045
ordinary car,other,1.539,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.87044374896672
ordinary car,green,1.456,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.57864919442404
LGV/minibus,white,1.316,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.67190160373368
ordinary car,silver/grey,1.101,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,0.7558549244562
ordinary car,black,1.744,main road (regular),1,0.5,0,Salisbury,27-May-2017 10:01:00,1.82522664908291
ordinary car,silver/grey,2.179,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,1.88295713801213
ordinary car,silver/grey,1.846,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,1.98437345854564
SUV/pickup,green,1.39,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,1.02671953182357
ordinary car,red,1.551,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,1.600035439423
LGV/minibus,white,1.249,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,1.11522580352093
SUV/pickup,silver/grey,1.625,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,1.58722334608962
ordinary car,green,1.45,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,1.72976577334931
ordinary car,silver/grey,1.36,regular urban street,1,0.5,0,Salisbury,27-May-2017 10:01:00,1.14430425786998
ordinary car,red,1.713,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.70605993090503
ordinary car,green,1.589,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.16287531406665
ordinary car,red,1.748,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.92179065808306
LGV/minibus,red,1.351,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.46397254597764
LGV/minibus,white,1.547,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.21312003477643
LGV/minibus,white,1.303,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.71074908389652
ordinary car,silver/grey,1.357,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.08298805127469
ordinary car,silver/grey,1.274,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.03886011871726
ordinary car,red,1.224,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.48729956794117
ordinary car,blue,1.275,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.62787049478185
ordinary car,red,2.038,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,2.15187817657827
ordinary car,blue,1.103,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,0.697764919261422
ordinary car,red,1.29,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,0.9596642928869
ordinary car,blue,1.953,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.75349772417568
LGV/minibus,white,2.421,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,2.3267250727581
ordinary car,blue,1.416,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.6856721245919
ordinary car,silver/grey,1.171,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.52518758105156
ordinary car,silver/grey,0.975,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,0.906079639260375
ordinary car,silver/grey,1.96,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.76595563470838
ordinary car,blue,1.433,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.23621669826226
HGV,unknown,1.316,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.01276649137324
ordinary car,red,1.103,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,0.896046589292947
ordinary car,red,1.302,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.49456656472224
ordinary car,blue,0.963,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,0.960330082751623
ordinary car,silver/grey,1.287,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.59703223525304
ordinary car,silver/grey,1.197,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,0.839013901397253
ordinary car,blue,1.431,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.52939170487242
ordinary car,blue,1.644,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.34613673048116
SUV/pickup,red,1.111,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,0.839264332040618
ordinary car,red,2.016,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,2.30504155839279
ordinary car,blue,1.507,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.81025143971443
LGV/minibus,white,1.756,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.74582863957862
ordinary car,blue,1.478,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.66200094939374
ordinary car,blue,1.286,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.52695277980033
LGV/minibus,red,1.369,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.15358849279133
SUV/pickup,silver/grey,1.467,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.84684997298086
SUV/pickup,blue,1.478,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.36630482899327
LGV/minibus,white,1.762,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.74106553140965
ordinary car,white,1.001,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.26781811497627
ordinary car,black,1.252,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.39512208488169
HGV,blue,1.163,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.17605838466199
LGV/minibus,blue,1.138,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.03030120041137
ordinary car,blue,1.592,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.34701003537062
HGV,white,0.958,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,0.911594351718978
ordinary car,green,1.615,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.4041996505326
PTW,blue,1.589,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.78620775327129
ordinary car,black,1.171,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.04590169561952
LGV/minibus,other,1.234,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,0.963579528675337
ordinary car,black,1.495,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.72264516406911
ordinary car,silver/grey,1.3,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.03606124357472
ordinary car,black,1.624,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:28:00,1.85499984754907
ordinary car,other,1.501,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.5465663076455
ordinary car,blue,1.574,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.26835520561442
bus,red,1.192,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.355840119765
ordinary car,black,1.096,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.03943055651125
SUV/pickup,green,1.548,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.29682800956059
HGV,white,1.389,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.01608366628799
ordinary car,silver/grey,1.308,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.50859723435122
ordinary car,black,1.431,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.71286513133447
ordinary car,blue,2.188,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.94154637865482
ordinary car,green,1.453,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.26831526504041
ordinary car,silver/grey,1.354,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.4163600827977
ordinary car,blue,1.875,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.52084174702527
ordinary car,blue,1.576,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.82338349351769
taxi,green,1.6,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.96131424036266
ordinary car,silver/grey,3.124,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,3.32407916228897
LGV/minibus,white,1.019,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,0.951033559804216
ordinary car,red,1.261,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.54441141731469
LGV/minibus,red,0.984,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,0.889173785818074
SUV/pickup,black,0.974,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,0.979820785041596
LGV/minibus,white,1.167,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,0.895883307282457
LGV/minibus,silver/grey,1.274,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.50196730256558
LGV/minibus,red,1.271,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.5019289155816
ordinary car,silver/grey,1.784,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.84364966447375
ordinary car,green,1.21,main road (regular),1,1.25,0,Salisbury,31-May-2017 08:39:00,1.69456673355555
ordinary car,red,1.864,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.60874645398956
ordinary car,green,1.069,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.5381000671308
LGV/minibus,blue,1.453,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,0.991702366643301
ordinary car,blue,1.231,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.05187026274632
ordinary car,silver/grey,1.374,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.32986549265871
ordinary car,green,1.185,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.16811849567651
ordinary car,blue,1.777,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.78131249633155
ordinary car,blue,1.489,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.50114649402454
HGV,white,0.846,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,0.793990401317821
ordinary car,silver/grey,1.249,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.00074288349336
ordinary car,green,0.949,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,0.923396687571444
LGV/minibus,blue,1.817,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.65336272569043
ordinary car,green,1.384,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.75416046755359
ordinary car,blue,1.063,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.16012388413679
ordinary car,red,1.677,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.63615154639819
ordinary car,black,1.644,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.38683399593357
ordinary car,black,1.199,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.00782308983627
ordinary car,blue,1.709,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.63633384186969
ordinary car,silver/grey,1.764,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,2.01467511381383
ordinary car,black,1.487,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.91731217178293
LGV/minibus,white,0.864,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,0.81749827029765
ordinary car,silver/grey,1.096,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,0.678873937737833
ordinary car,black,1.136,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,0.972893185272018
LGV/minibus,blue,1.535,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.25635892423083
HGV,unknown,1.335,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.49647186327163
ordinary car,red,1.284,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.12811842356839
ordinary car,green,1.519,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.37946237334941
ordinary car,blue,2.016,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,2.00790950027446
ordinary car,blue,1.308,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,1.21366163405274
SUV/pickup,silver/grey,1.997,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,2.01232330661029
ordinary car,silver/grey,1.969,main road (regular),0,1.25,0,Salisbury,31-May-2017 08:50:00,2.13507341859386
ordinary car,silver/grey,1.936,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.58848642119232
ordinary car,blue,1.606,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.8392177503618
LGV/minibus,silver/grey,1.373,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.42391653308497
ordinary car,red,1.648,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,2.02047413698126
ordinary car,red,1.354,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.4160390446283
ordinary car,green,1.454,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.4181784917966
ordinary car,blue,1.294,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.02784565903745
ordinary car,blue,1.647,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,2.06281814721433
ordinary car,green,1.075,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.20168386891936
HGV,white,1.374,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.34800622134818
ordinary car,green,2.156,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,2.38428184735646
LGV/minibus,blue,1.206,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.60095129052105
ordinary car,blue,1.233,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,0.984867776568316
ordinary car,silver/grey,1.536,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.26338558519287
LGV/minibus,white,2.102,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,2.26286254082133
ordinary car,red,1.489,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.21092805293909
ordinary car,blue,1.374,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.11669190029426
ordinary car,white,1.177,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,0.974127975761697
taxi,red,0.942,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,0.94535590278332
SUV/pickup,blue,1.271,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.23918905613176
HGV,green,1.761,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.84517131018434
ordinary car,silver/grey,1.727,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.70510724148253
ordinary car,blue,1.583,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.23389287853795
ordinary car,blue,1.592,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.43823982262933
ordinary car,white,1.691,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.6472755403929
ordinary car,black,1.549,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.91818257984027
ordinary car,red,1.715,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.41735651898645
ordinary car,blue,1.842,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.9151598642965
LGV/minibus,white,2.44,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,2.47773892339831
SUV/pickup,blue,1.977,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,2.14682025522876
LGV/minibus,red,1.577,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.62338869317657
ordinary car,white,1.38,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.10343807709654
ordinary car,blue,1.64,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.44465912728335
ordinary car,white,0.991,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,0.943692040959721
ordinary car,blue,1.288,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.66425740875861
ordinary car,red,1.509,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.95633152948535
ordinary car,blue,0.81,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,0.761402849889285
ordinary car,silver/grey,1.653,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.41415957186357
ordinary car,blue,2.123,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,2.19671736282011
LGV/minibus,red,1.253,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.02987600517843
ordinary car,black,1.683,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.80748683190205
ordinary car,red,2.32,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,2.48233000492936
ordinary car,blue,1.322,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.10502903667937
ordinary car,silver/grey,2.571,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,2.78579765306814
ordinary car,black,1.84,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,2.16335972218941
bus,red,1.178,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.02577840667697
ordinary car,silver/grey,1.705,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,2.14936744946904
ordinary car,silver/grey,1.928,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.48112243768448
ordinary car,silver/grey,2.258,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,2.35289006126825
ordinary car,green,1.992,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.7586944059587
ordinary car,blue,1.422,main road (regular),0,0.75,0,Salisbury,31-May-2017 09:04:00,1.38142184543445
